packet_id,bytes_in,bytes_out,duration_ms,src_port,dst_port
935,3450,8997,261,36341,443
936,4270,3189,223,3057,443
937,2648,14981,293,56956,443
938,1973,6672,179,16996,80
939,4368,5852,51,23988,80
940,966,8776,184,54177,443
941,2283,12377,240,19713,443
942,4200,4158,494,54032,443
943,905608,4175689,7649,11330,3389
944,4895,12255,427,28464,80
945,3247,2830,352,17303,80
946,3921,6014,20,24887,443
947,4569,5329,305,60122,443
948,376051,679888,5140,43582,22
949,2353,3776,96,15864,80
950,4290,14658,79,46076,80
951,4065,11484,18,64374,80
952,1266,1228,480,18977,80
953,474897,3548625,1600,63622,3389
954,779677,4983731,7450,2838,3389
955,959257,4833303,4861,13381,22
956,1106,10552,139,26432,80
957,1968,12668,335,37949,80
958,3827,10420,170,45208,443
959,4206,3914,77,62376,443
960,2201,3284,427,22251,443
961,2014,14629,221,22418,80
962,2694,3780,369,50269,443
963,750705,3701047,4663,48851,445
964,2339,14370,125,32514,443
965,2140,9082,115,45723,443
966,1200,6633,324,40671,443
967,1321,3333,316,50355,443
968,2076,14559,50,18451,80
969,4873,2758,282,47766,80
970,4222,9997,191,43574,80
971,1180,1615,424,5238,80
972,3034,8225,61,44558,443
973,137,571,481,38400,80
974,3528,4764,456,33632,80
975,4662,9226,379,4162,443
976,3786,9936,121,11187,80
977,3169,8867,210,64172,80
978,2809,11091,338,45053,80
979,3693,4587,240,16929,443
980,1406,3051,476,26444,443
981,1362,12511,108,59299,80
982,1382,9378,176,35672,80
983,759,3554,117,32710,80
984,3885,2465,449,34647,80
985,4253,6182,157,39095,80
986,3384,11667,426,13774,80
987,3632,4781,203,13563,80
988,2303,5906,465,52400,80
989,3694,13255,334,44247,80
990,2262,11592,286,50342,80
991,4903,12161,89,55307,80
992,4849,1658,102,23827,80
993,1874,11237,77,54435,443
994,4720,8248,184,2942,443
995,4145,13075,302,27068,80
996,3767,7654,260,24587,443
997,3455,5854,423,35806,80
998,4456,1446,133,6371,80
999,239444,3965040,2695,24781,22
1000,983,7909,78,41932,443
